,Unnamed: 0,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2856,899735,MX,Mexico,Mexico City,,,MX-CMX,,2020-08-15,-39,-10,-40,-35,-14,10
2857,899736,MX,Mexico,Mexico City,,,MX-CMX,,2020-08-16,-37,-13,-40,-32,-6,7
2858,899737,MX,Mexico,Mexico City,,,MX-CMX,,2020-08-17,-39,-17,-39,-45,-46,17
2859,899738,MX,Mexico,Mexico City,,,MX-CMX,,2020-08-18,-38,-15,-34,-47,-46,18
2860,899739,MX,Mexico,Mexico City,,,MX-CMX,,2020-08-19,-38,-14,-33,-46,-47,19
2861,899740,MX,Mexico,Mexico City,,,MX-CMX,,2020-08-20,-39,-16,-35,-45,-47,19
2862,899741,MX,Mexico,Mexico City,,,MX-CMX,,2020-08-21,-41,-11,-30,-44,-42,19
2863,899742,MX,Mexico,Mexico City,,,MX-CMX,,2020-08-22,-38,-10,-30,-35,-13,10
2864,899743,MX,Mexico,Mexico City,,,MX-CMX,,2020-08-23,-38,-14,-35,-33,-5,7
2865,899744,MX,Mexico,Michoacán,,,MX-MIC,,2020-02-15,2,2,3,-1,2,-1
2866,899745,MX,Mexico,Michoacán,,,MX-MIC,,2020-02-16,5,3,1,4,1,-1
2867,899746,MX,Mexico,Michoacán,,,MX-MIC,,2020-02-17,0,0,3,1,11,-2
2868,899747,MX,Mexico,Michoacán,,,MX-MIC,,2020-02-18,1,-2,0,-1,10,-2
2869,899748,MX,Mexico,Michoacán,,,MX-MIC,,2020-02-19,0,-1,1,1,10,-2
2870,899749,MX,Mexico,Michoacán,,,MX-MIC,,2020-02-20,-1,-2,3,0,8,-2
2871,899750,MX,Mexico,Michoacán,,,MX-MIC,,2020-02-21,-5,-3,3,2,8,-2
2872,899751,MX,Mexico,Michoacán,,,MX-MIC,,2020-02-22,-3,-1,5,0,1,0
2873,899752,MX,Mexico,Michoacán,,,MX-MIC,,2020-02-23,-1,-1,1,1,1,-1
2874,899753,MX,Mexico,Michoacán,,,MX-MIC,,2020-02-24,-5,-3,8,-2,11,-2
2875,899754,MX,Mexico,Michoacán,,,MX-MIC,,2020-02-25,-2,-2,8,-1,11,-2
2876,899755,MX,Mexico,Michoacán,,,MX-MIC,,2020-02-26,-3,0,12,-1,9,-2
2877,899756,MX,Mexico,Michoacán,,,MX-MIC,,2020-02-27,-2,-1,3,-3,9,-2
2878,899757,MX,Mexico,Michoacán,,,MX-MIC,,2020-02-28,1,1,2,1,10,-2
2879,899758,MX,Mexico,Michoacán,,,MX-MIC,,2020-02-29,2,6,4,0,4,0
2880,899759,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-01,3,5,0,3,2,-1
2881,899760,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-02,-2,2,4,-3,12,-2
2882,899761,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-03,-2,1,-1,-6,11,-2
2883,899762,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-04,0,3,2,-2,11,-2
2884,899763,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-05,-2,0,3,-4,11,-2
2885,899764,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-06,-6,-2,1,-1,11,-2
2886,899765,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-07,-2,1,0,-4,4,0
2887,899766,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-08,2,2,3,-3,2,0
2888,899767,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-09,-9,-5,-2,-5,-10,4
2889,899768,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-10,-3,0,0,-3,11,-2
2890,899769,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-11,-2,0,0,-2,11,-2
2891,899770,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-12,0,1,2,-2,9,-3
2892,899771,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-13,-2,1,-2,10,6,-2
2893,899772,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-14,2,8,6,14,3,-1
2894,899773,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-15,4,7,8,-9,0,-1
2895,899774,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-16,-5,7,3,8,-43,8
2896,899775,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-17,-4,6,-5,4,-7,2
2897,899776,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-18,-8,3,-6,-2,-14,4
2898,899777,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-19,-13,0,-5,-12,-17,5
2899,899778,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-20,-21,-5,-13,-22,-17,7
2900,899779,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-21,-24,-4,-18,-23,-3,6
2901,899780,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-22,-31,-11,-24,-31,-6,6
2902,899781,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-23,-26,-11,-16,-29,-25,9
2903,899782,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-24,-29,-12,-21,-29,-27,10
2904,899783,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-25,-30,-14,-22,-30,-29,11
2905,899784,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-26,-32,-16,-21,-34,-30,11
2906,899785,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-27,-37,-18,-25,-39,-28,13
2907,899786,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-28,-36,-14,-25,-35,-10,10
2908,899787,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-29,-41,-19,-31,-46,-12,9
2909,899788,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-30,-31,-17,-22,-35,-31,11
2910,899789,MX,Mexico,Michoacán,,,MX-MIC,,2020-03-31,-29,-13,-22,-31,-32,11
2911,899790,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-01,-30,-12,-23,-34,-34,12
2912,899791,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-02,-39,-12,-23,-38,-36,13
2913,899792,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-03,-47,-12,-27,-42,-33,14
2914,899793,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-04,-48,-10,-30,-38,-16,12
2915,899794,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-05,-54,-18,-35,-50,-17,11
2916,899795,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-06,-44,-14,-21,-40,-38,14
2917,899796,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-07,-42,-14,-22,-37,-40,13
2918,899797,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-08,-41,-10,-21,-36,-41,13
2919,899798,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-09,-51,-14,-21,-45,-54,16
2920,899799,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-10,-67,-30,-34,-65,-66,23
2921,899800,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-11,-60,-23,-31,-55,-41,16
2922,899801,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-12,-58,-27,-39,-53,-22,11
2923,899802,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-13,-43,-17,-25,-41,-38,14
2924,899803,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-14,-44,-16,-28,-40,-39,14
2925,899804,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-15,-41,-11,-26,-39,-38,13
2926,899805,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-16,-43,-13,-26,-42,-39,14
2927,899806,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-17,-47,-16,-32,-48,-35,16
2928,899807,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-18,-51,-18,-36,-48,-16,12
2929,899808,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-19,-56,-25,-41,-55,-16,11
2930,899809,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-20,-49,-22,-32,-48,-36,15
2931,899810,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-21,-53,-26,-37,-49,-39,15
2932,899811,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-22,-53,-27,-38,-50,-39,16
2933,899812,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-23,-54,-27,-37,-51,-39,16
2934,899813,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-24,-56,-27,-39,-54,-36,17
2935,899814,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-25,-56,-24,-42,-51,-18,14
2936,899815,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-26,-60,-29,-46,-58,-18,12
2937,899816,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-27,-51,-26,-34,-49,-37,16
2938,899817,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-28,-50,-23,-35,-48,-37,10
2939,899818,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-29,-48,-19,-33,-45,-37,15
2940,899819,MX,Mexico,Michoacán,,,MX-MIC,,2020-04-30,-41,-9,-29,-43,-36,13
2941,899820,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-01,-56,-22,-37,-55,-49,20
2942,899821,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-02,-52,-17,-37,-49,-19,13
2943,899822,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-03,-57,-26,-42,-56,-14,11
2944,899823,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-04,-46,-19,-31,-46,-35,14
2945,899824,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-05,-47,-21,-32,-47,-38,15
2946,899825,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-06,-45,-18,-31,-43,-35,15
2947,899826,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-07,-47,-18,-32,-45,-36,14
2948,899827,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-08,-48,-16,-32,-48,-32,16
2949,899828,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-09,-45,-5,-28,-38,-12,11
2950,899829,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-10,-49,-14,-33,-51,1,6
2951,899830,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-11,-46,-21,-30,-42,-34,14
2952,899831,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-12,-46,-18,-29,-43,-35,14
2953,899832,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-13,-45,-17,-29,-43,-34,14
2954,899833,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-14,-45,-15,-27,-45,-34,14
2955,899834,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-15,-44,-10,-28,-46,-30,15
2956,899835,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-16,-46,-9,-31,-44,-12,12
2957,899836,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-17,-51,-17,-36,-53,-9,10
2958,899837,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-18,-41,-14,-26,-42,-31,13
2959,899838,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-19,-43,-14,-26,-43,-33,14
2960,899839,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-20,-42,-12,-23,-37,-33,14
2961,899840,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-21,-43,-13,-22,-40,-33,14
2962,899841,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-22,-47,-14,-26,-46,-28,15
2963,899842,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-23,-48,-10,-26,-42,-9,11
2964,899843,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-24,-51,-16,-29,-50,-6,9
2965,899844,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-25,-43,-14,-24,-39,-30,13
2966,899845,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-26,-44,-15,-25,-41,-31,13
2967,899846,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-27,-43,-14,-24,-38,-30,13
2968,899847,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-28,-43,-13,-24,-41,-30,13
2969,899848,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-29,-44,-9,-24,-45,-26,14
2970,899849,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-30,-44,-6,-24,-38,-4,10
2971,899850,MX,Mexico,Michoacán,,,MX-MIC,,2020-05-31,-47,-11,-27,-44,0,8
2972,899851,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-01,-36,-7,-19,-35,-26,12
2973,899852,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-02,-37,-9,-22,-35,-28,12
2974,899853,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-03,-36,-8,-19,-34,-26,12
2975,899854,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-04,-37,-9,-19,-37,-27,12
2976,899855,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-05,-40,-9,-21,-40,-24,13
2977,899856,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-06,-41,-7,-25,-35,-3,10
2978,899857,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-07,-42,-12,-26,-43,1,8
2979,899858,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-08,-35,-10,-21,-35,-25,11
2980,899859,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-09,-38,-14,-25,-37,-27,12
2981,899860,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-10,-34,-9,-20,-35,-26,12
2982,899861,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-11,-35,-8,-18,-36,-26,12
2983,899862,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-12,-38,-8,-21,-43,-23,12
2984,899863,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-13,-37,-3,-20,-36,-1,9
2985,899864,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-14,-38,-9,-22,-42,4,7
2986,899865,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-15,-29,-1,-14,-31,-24,10
2987,899866,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-16,-28,-1,-15,-31,-25,11
2988,899867,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-17,-29,-3,-15,-32,-25,11
2989,899868,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-18,-32,-6,-18,-35,-27,11
2990,899869,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-19,-34,-4,-17,-37,-22,10
2991,899870,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-20,-32,3,-17,-30,-1,8
2992,899871,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-21,-36,-5,-22,-40,12,5
2993,899872,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-22,-33,-9,-20,-33,-28,12
2994,899873,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-23,-33,-9,-21,-33,-28,12
2995,899874,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-24,-32,-6,-18,-32,-26,11
2996,899875,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-25,-34,-8,-21,-35,-28,12
2997,899876,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-26,-37,-8,-23,-40,-24,13
2998,899877,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-27,-36,-5,-20,-34,-3,9
2999,899878,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-28,-38,-10,-24,-40,2,8
3000,899879,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-29,-31,-7,-18,-33,-26,11
3001,899880,MX,Mexico,Michoacán,,,MX-MIC,,2020-06-30,-26,0,-20,-28,-26,10
3002,899881,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-01,-27,-1,-20,-27,-27,10
3003,899882,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-02,-28,-2,-20,-32,-27,10
3004,899883,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-03,-32,-3,-21,-35,-23,11
3005,899884,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-04,-33,-2,-23,-28,-3,8
3006,899885,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-05,-34,-7,-25,-36,2,6
3007,899886,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-06,-28,-4,-16,-29,-26,10
3008,899887,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-07,-29,-5,-21,-28,-27,10
3009,899888,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-08,-30,-9,-25,-29,-28,11
3010,899889,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-09,-32,-10,-25,-31,-28,11
3011,899890,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-10,-32,-5,-21,-34,-23,10
3012,899891,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-11,-33,-4,-22,-29,-2,7
3013,899892,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-12,-34,-9,-26,-35,1,6
3014,899893,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-13,-28,-5,-16,-29,-26,9
3015,899894,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-14,-26,-4,-18,-27,-27,9
3016,899895,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-15,-20,1,-15,-23,-26,9
3017,899896,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-16,-21,1,-14,-25,-27,9
3018,899897,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-17,-27,-1,-19,-31,-23,9
3019,899898,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-18,-29,-1,-19,-25,-3,6
3020,899899,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-19,-29,-6,-21,-32,2,5
3021,899900,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-20,-24,-4,-15,-25,-27,9
3022,899901,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-21,-26,-6,-20,-29,-29,10
3023,899902,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-22,-27,-7,-21,-29,-28,10
3024,899903,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-23,-26,-5,-17,-27,-27,9
3025,899904,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-24,-30,-6,-20,-33,-24,10
3026,899905,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-25,-30,-3,-16,-27,-4,7
3027,899906,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-26,-32,-10,-21,-33,0,6
3028,899907,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-27,-27,-7,-16,-27,-27,10
3029,899908,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-28,-27,-6,-22,-30,-28,10
3030,899909,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-29,-24,-6,-20,-27,-29,10
3031,899910,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-30,-23,-3,-20,-27,-29,9
3032,899911,MX,Mexico,Michoacán,,,MX-MIC,,2020-07-31,-24,0,-22,-27,-25,10
3033,899912,MX,Mexico,Michoacán,,,MX-MIC,,2020-08-01,-25,1,-19,-21,-4,6
3034,899913,MX,Mexico,Michoacán,,,MX-MIC,,2020-08-02,-28,-6,-24,-27,-1,6
3035,899914,MX,Mexico,Michoacán,,,MX-MIC,,2020-08-03,-22,-3,-19,-23,-27,10
3036,899915,MX,Mexico,Michoacán,,,MX-MIC,,2020-08-04,-21,-2,-20,-26,-28,9
3037,899916,MX,Mexico,Michoacán,,,MX-MIC,,2020-08-05,-21,-3,-19,-22,-27,9
3038,899917,MX,Mexico,Michoacán,,,MX-MIC,,2020-08-06,-22,-4,-17,-24,-27,9
3039,899918,MX,Mexico,Michoacán,,,MX-MIC,,2020-08-07,-26,-5,-19,-29,-24,9
3040,899919,MX,Mexico,Michoacán,,,MX-MIC,,2020-08-08,-28,-6,-20,-23,-5,7
3041,899920,MX,Mexico,Michoacán,,,MX-MIC,,2020-08-09,-30,-10,-27,-31,-2,7
3042,899921,MX,Mexico,Michoacán,,,MX-MIC,,2020-08-10,-24,-8,-18,-25,-27,9
3043,899922,MX,Mexico,Michoacán,,,MX-MIC,,2020-08-11,-24,-8,-22,-25,-28,9
3044,899923,MX,Mexico,Michoacán,,,MX-MIC,,2020-08-12,-24,-7,-23,-23,-28,10
3045,899924,MX,Mexico,Michoacán,,,MX-MIC,,2020-08-13,-22,-5,-19,-25,-27,9
3046,899925,MX,Mexico,Michoacán,,,MX-MIC,,2020-08-14,-24,-3,-20,-27,-24,9
3047,899926,MX,Mexico,Michoacán,,,MX-MIC,,2020-08-15,-23,0,-19,-18,-4,6
3048,899927,MX,Mexico,Michoacán,,,MX-MIC,,2020-08-16,-22,-4,-22,-25,0,5
3049,899928,MX,Mexico,Michoacán,,,MX-MIC,,2020-08-17,-19,-4,-17,-22,-27,9
3050,899929,MX,Mexico,Michoacán,,,MX-MIC,,2020-08-18,-18,-3,-19,-22,-27,9
3051,899930,MX,Mexico,Michoacán,,,MX-MIC,,2020-08-19,-18,-3,-16,-21,-26,9
3052,899931,MX,Mexico,Michoacán,,,MX-MIC,,2020-08-20,-16,-3,-11,-25,-27,8
3053,899932,MX,Mexico,Michoacán,,,MX-MIC,,2020-08-21,-20,-2,-13,-27,-23,9
3054,899933,MX,Mexico,Michoacán,,,MX-MIC,,2020-08-22,-20,-1,-12,-20,-4,6
3055,899934,MX,Mexico,Michoacán,,,MX-MIC,,2020-08-23,-22,-4,-15,-27,0,5
3056,899935,MX,Mexico,Morelos,,,MX-MOR,,2020-02-15,3,4,3,1,3,-1
3057,899936,MX,Mexico,Morelos,,,MX-MOR,,2020-02-16,3,4,6,9,2,0
3058,899937,MX,Mexico,Morelos,,,MX-MOR,,2020-02-17,-1,2,-2,3,10,-2
3059,899938,MX,Mexico,Morelos,,,MX-MOR,,2020-02-18,-1,0,0,-2,9,-2
3060,899939,MX,Mexico,Morelos,,,MX-MOR,,2020-02-19,-1,0,0,-1,9,-1
3061,899940,MX,Mexico,Morelos,,,MX-MOR,,2020-02-20,-1,1,1,0,9,-1
3062,899941,MX,Mexico,Morelos,,,MX-MOR,,2020-02-21,-1,1,3,8,13,-2
3063,899942,MX,Mexico,Morelos,,,MX-MOR,,2020-02-22,2,7,4,12,3,0
3064,899943,MX,Mexico,Morelos,,,MX-MOR,,2020-02-23,4,8,3,29,1,0
3065,899944,MX,Mexico,Morelos,,,MX-MOR,,2020-02-24,-3,2,1,1,12,-2
3066,899945,MX,Mexico,Morelos,,,MX-MOR,,2020-02-25,0,5,3,1,9,-2
3067,899946,MX,Mexico,Morelos,,,MX-MOR,,2020-02-26,0,1,2,3,9,-2
3068,899947,MX,Mexico,Morelos,,,MX-MOR,,2020-02-27,2,3,4,6,9,-2
3069,899948,MX,Mexico,Morelos,,,MX-MOR,,2020-02-28,2,5,6,9,14,-3
3070,899949,MX,Mexico,Morelos,,,MX-MOR,,2020-02-29,5,10,1,6,5,0
3071,899950,MX,Mexico,Morelos,,,MX-MOR,,2020-03-01,7,8,7,16,3,0
3072,899951,MX,Mexico,Morelos,,,MX-MOR,,2020-03-02,2,4,0,5,12,-2
3073,899952,MX,Mexico,Morelos,,,MX-MOR,,2020-03-03,0,4,2,-1,9,-2
3074,899953,MX,Mexico,Morelos,,,MX-MOR,,2020-03-04,1,4,-2,2,9,-2
3075,899954,MX,Mexico,Morelos,,,MX-MOR,,2020-03-05,1,3,2,4,9,-2
3076,899955,MX,Mexico,Morelos,,,MX-MOR,,2020-03-06,-2,0,1,3,14,-2
3077,899956,MX,Mexico,Morelos,,,MX-MOR,,2020-03-07,-2,2,0,-2,5,1
3078,899957,MX,Mexico,Morelos,,,MX-MOR,,2020-03-08,3,4,9,-2,3,0
3079,899958,MX,Mexico,Morelos,,,MX-MOR,,2020-03-09,-8,-5,-8,-12,-16,6
3080,899959,MX,Mexico,Morelos,,,MX-MOR,,2020-03-10,-1,3,3,3,10,-2
3081,899960,MX,Mexico,Morelos,,,MX-MOR,,2020-03-11,0,2,2,0,9,-2
3082,899961,MX,Mexico,Morelos,,,MX-MOR,,2020-03-12,2,3,4,2,9,-2
3083,899962,MX,Mexico,Morelos,,,MX-MOR,,2020-03-13,6,10,11,13,6,-1
3084,899963,MX,Mexico,Morelos,,,MX-MOR,,2020-03-14,11,21,16,22,4,-1
3085,899964,MX,Mexico,Morelos,,,MX-MOR,,2020-03-15,18,24,29,14,2,-1
3086,899965,MX,Mexico,Morelos,,,MX-MOR,,2020-03-16,8,15,2,3,-45,10
3087,899966,MX,Mexico,Morelos,,,MX-MOR,,2020-03-17,-1,9,-3,7,0,0
3088,899967,MX,Mexico,Morelos,,,MX-MOR,,2020-03-18,-5,4,-8,-7,-12,5
3089,899968,MX,Mexico,Morelos,,,MX-MOR,,2020-03-19,-11,2,-11,-10,-17,7
3090,899969,MX,Mexico,Morelos,,,MX-MOR,,2020-03-20,-20,-5,-19,-21,-14,8
3091,899970,MX,Mexico,Morelos,,,MX-MOR,,2020-03-21,-24,-6,-22,-24,-4,7
3092,899971,MX,Mexico,Morelos,,,MX-MOR,,2020-03-22,-29,-12,-20,-32,-5,7
3093,899972,MX,Mexico,Morelos,,,MX-MOR,,2020-03-23,-20,-8,-22,-29,-21,10
3094,899973,MX,Mexico,Morelos,,,MX-MOR,,2020-03-24,-23,-9,-26,-30,-29,11
3095,899974,MX,Mexico,Morelos,,,MX-MOR,,2020-03-25,-25,-10,-28,-29,-31,13
3096,899975,MX,Mexico,Morelos,,,MX-MOR,,2020-03-26,-27,-12,-29,-36,-33,14
3097,899976,MX,Mexico,Morelos,,,MX-MOR,,2020-03-27,-32,-12,-31,-40,-29,15
3098,899977,MX,Mexico,Morelos,,,MX-MOR,,2020-03-28,-34,-12,-35,-42,-13,12
3099,899978,MX,Mexico,Morelos,,,MX-MOR,,2020-03-29,-39,-17,-35,-43,-15,11
3100,899979,MX,Mexico,Morelos,,,MX-MOR,,2020-03-30,-27,-12,-32,-38,-34,14
3101,899980,MX,Mexico,Morelos,,,MX-MOR,,2020-03-31,-28,-10,-32,-38,-38,14
3102,899981,MX,Mexico,Morelos,,,MX-MOR,,2020-04-01,-29,-10,-33,-39,-40,16
3103,899982,MX,Mexico,Morelos,,,MX-MOR,,2020-04-02,-38,-11,-36,-40,-41,17
3104,899983,MX,Mexico,Morelos,,,MX-MOR,,2020-04-03,-49,-12,-37,-45,-37,18
3105,899984,MX,Mexico,Morelos,,,MX-MOR,,2020-04-04,-52,-13,-43,-48,-22,15
3106,899985,MX,Mexico,Morelos,,,MX-MOR,,2020-04-05,-56,-20,-42,-51,-24,13
3107,899986,MX,Mexico,Morelos,,,MX-MOR,,2020-04-06,-45,-12,-34,-44,-43,17
3108,899987,MX,Mexico,Morelos,,,MX-MOR,,2020-04-07,-44,-12,-33,-44,-46,17
3109,899988,MX,Mexico,Morelos,,,MX-MOR,,2020-04-08,-43,-9,-35,-41,-46,17
3110,899989,MX,Mexico,Morelos,,,MX-MOR,,2020-04-09,-47,-9,-37,-44,-56,20
3111,899990,MX,Mexico,Morelos,,,MX-MOR,,2020-04-10,-62,-25,-49,-60,-64,27
3112,899991,MX,Mexico,Morelos,,,MX-MOR,,2020-04-11,-60,-24,-52,-58,-39,19
3113,899992,MX,Mexico,Morelos,,,MX-MOR,,2020-04-12,-61,-29,-51,-53,-27,15
3114,899993,MX,Mexico,Morelos,,,MX-MOR,,2020-04-13,-48,-19,-44,-47,-43,18
3115,899994,MX,Mexico,Morelos,,,MX-MOR,,2020-04-14,-48,-18,-42,-47,-46,18
3116,899995,MX,Mexico,Morelos,,,MX-MOR,,2020-04-15,-45,-13,-42,-44,-45,19
